"","t","POL","IMP","n","damn","gnipc","gni","income"
"272",3,"bau","coacch","npl",0.00080492264085093,1233.05745165816,0.000393040698959606,"low-middle"
"273",3,"bau","coacch","nzl",0.000498341991889875,45339.524712176,0.00249477890343034,"high"
"274",3,"bau","coacch","omn",0.000315167073626563,14695.4759639859,0.000824516973721362,"high"
"275",3,"bau","coacch","pak",0.00829221064424799,1504.72719825019,0.0036399102458927,"low-middle"
"276",3,"bau","coacch","pan",0.000331562913595071,14005.9374212008,0.000659185854189573,"high"
"277",3,"bau","coacch","per",0.00105716294616439,6519.66687643962,0.00233619182366135,"middle"
"278",3,"bau","coacch","phl",0.00578641318706604,3640.24593051905,0.00434212036352462,"low-middle"
"279",3,"bau","coacch","pol",0.00179256828717576,16672.9816246712,0.0067663062536521,"high"
"280",3,"bau","coacch","prt",0.000443898460564345,23729.0747916988,0.00262517557480791,"high"
"281",3,"bau","coacch","pry",0.000227315861348437,5338.19020586285,0.000413975177753472,"middle"
"282",3,"bau","coacch","qat",0.000520394242802688,57117.5669679651,0.00179795838952715,"high"
"283",3,"bau","coacch","rou",0.000787327104899032,14170.6053036846,0.00290958249866445,"high"
"284",3,"bau","coacch","row",0.00199442545217189,3089.22186389752,0.00410751974542052,"low-middle"
"285",3,"bau","coacch","rus",0.00718289546215727,11799.5417412008,0.0181810273261775,"middle"
"286",3,"bau","coacch","rwa",0.000252324786219014,847.967212403411,0.000120928278533053,"low"
"287",3,"bau","coacch","sau",0.00337713729015226,21942.4931728525,0.00832962649958218,"high"
"288",3,"bau","coacch","sdn",0.00130722809132562,665.944667311184,0.00032124736868996,"low"
"289",3,"bau","coacch","sen",0.00047946601457886,1538.90050536839,0.000284256504946353,"low-middle"
"290",3,"bau","coacch","sgp",0.0031568820739696,64013.3193397069,0.00374986450566165,"high"
"291",3,"bau","coacch","slb",4.19878439290111e-06,2303.0303516701,1.74154175203147e-05,"low-middle"
"292",3,"bau","coacch","sle",0.000103512330198125,509.779893436818,4.45803433435446e-05,"low"
"293",3,"bau","coacch","slv",0.000136422349691144,4140.49038486121,0.000289910606745193,"low-middle"
