"","t","POL","IMP","n","resp","income","comp","compc","compr","share","sharepop","yp"
"67",3,"bau","burkesr","btn","share15","low-middle",0.0908324769814651,113.540596226831,0.008194997032568,4.84972473285573e-05,9.81922801229367e-05,13854.8672776337
"68",3,"bau","burkesr","btn","share50","low-middle",0.112737619732346,140.922024665433,0.0101713009472799,1.81453985342101e-05,9.81922801229367e-05,13854.8672776337
"69",3,"bau","burkesr","btn","share90","low-middle",0.103562271713459,129.452839641823,0.00934349186085693,3.08587955146333e-05,9.81922801229367e-05,13854.8672776337
"70",3,"bau","burkesr","bwa","share15","middle",0.807299617763064,292.499861508357,0.0171169515485713,0.000212095261957228,0.000338763366424132,17088.3150938621
"71",3,"bau","burkesr","bwa","share50","middle",0.884273272219691,320.388866746265,0.018749002753428,0.000105440274688456,0.000338763366424132,17088.3150938621
"72",3,"bau","burkesr","bwa","share90","middle",0.837129053580645,303.307628108929,0.0177494168642685,0.000170763482664465,0.000338763366424132,17088.3150938621
"73",3,"bau","burkesr","caf","share15","low",0.134479628668755,22.0458407653697,0.0224554387164365,1.55756715452569e-05,0.000748716135937393,981.759521324023
"74",3,"bau","burkesr","caf","share50","low",0.136426565587041,22.3650107519739,0.0227805386820308,1.28779883743235e-05,0.000748716135937393,981.759521324023
"75",3,"bau","burkesr","caf","share90","low",0.13488670604563,22.1125747615786,0.0225234125886114,1.50116235894405e-05,0.000748716135937393,981.759521324023
"76",3,"bau","burkesr","can","share15","high",-54.3943744239069,-1377.07277022549,-0.0255726733266377,0.0152976618471951,0.00484824383107,53849.3865164681
"77",3,"bau","burkesr","can","share50","high",-56.9663946586542,-1442.18720654821,-0.0267818688353517,0.0188614628298621,0.00484824383107,53849.3865164681
"78",3,"bau","burkesr","can","share90","high",-56.5487300815073,-1431.613419785,-0.0265855102981941,0.0182827452092337,0.00484824383107,53849.3865164681
"79",3,"bau","burkesr","che","share15","high",-8.6640445924029,-972.395577149596,-0.0123967773324853,0.00111180117712062,0.00109361651986921,78439.3839680795
"80",3,"bau","burkesr","che","share50","high",-9.18302244745967,-1030.64224999547,-0.013139346561096,0.00183089885949771,0.00109361651986921,78439.3839680795
"81",3,"bau","burkesr","che","share90","high",-8.89106016478735,-997.874317035618,-0.0127215980870235,0.00142635481437998,0.00109361651986921,78439.3839680795
"82",3,"bau","burkesr","chl","share15","high",-1.67300385399631,-84.9671840526313,-0.00301235966834277,0.00246454409256147,0.00241675749452578,28206.1883066491
"83",3,"bau","burkesr","chl","share50","high",-1.17005683808673,-59.4239125488436,-0.00210676862477145,0.00176765880164769,0.00241675749452578,28206.1883066491
"84",3,"bau","burkesr","chl","share90","high",-1.50400342850317,-76.3841253683682,-0.00270806266121261,0.00223037646265448,0.00241675749452578,28206.1883066491
"85",3,"bau","burkesr","chn","share15","middle",-247.412174266702,-175.348996978463,-0.00771316504410877,0.322681341852919,0.173182951856325,22733.7281097586
"86",3,"bau","burkesr","chn","share50","middle",-132.024924577656,-93.5703272058629,-0.00411592532267936,0.16280033148075,0.173182951856325,22733.7281097586
"87",3,"bau","burkesr","chn","share90","middle",-194.65456702409,-137.957977153369,-0.00606842733788789,0.249580201358644,0.173182951856325,22733.7281097586
"88",3,"bau","burkesr","civ","share15","low-middle",3.60882207667758,118.946014392801,0.0183180380749176,0.000419153083231627,0.00372394222366238,6493.38176426603
"89",3,"bau","burkesr","civ","share50","low-middle",3.73153861138911,122.990725490742,0.018940935548804,0.000249116587761595,0.00372394222366238,6493.38176426603
"90",3,"bau","burkesr","civ","share90","low-middle",3.67495931198712,121.12588371744,0.0186537443992608,0.000327513079392322,0.00372394222366238,6493.38176426603
"91",3,"bau","burkesr","cmr","share15","low-middle",2.11166245143366,70.0385556031065,0.0162279639654594,0.000402044794120132,0.00370062155713318,4315.9176192516
"92",3,"bau","burkesr","cmr","share50","low-middle",2.19919397728,72.9417571237149,0.0169006370275351,0.000280760780249928,0.00370062155713318,4315.9176192516
